small_input,medium_input,big_input
0.18822383880615234,0,0
0.2012481689453125,0,0
0.2360069751739502,5.427971363067627,0
0.24525141716003418,5.2294158935546875,46.539567947387695
0.2425222396850586,5.401864290237427,0
0.20451736450195312,0,0
0.22632074356079102,5.338079214096069,0
0.2173318862915039,0,0
0.22149395942687988,5.22331976890564,0
0.21227216720581055,0,0
0.22647714614868164,5.326851844787598,45.748215675354004
0.2434368133544922,5.178114175796509,0
0.21269488334655762,5.229837656021118,0
0.28613734245300293,6.987470388412476,0
0.3144810199737549,6.540262460708618,0
0.30975961685180664,6.942014217376709,0
0.20810437202453613,4.791399717330933,0
0.20953917503356934,4.842233419418335,0
0.2100217342376709,4.817925453186035,0
0.2493283748626709,6.771036863327026,0
0.23468422889709473,5.165893077850342,0
0.22257375717163086,5.340224266052246,49.09682369232178
0.22270417213439941,5.429936647415161,0
0.22829270362854004,5.320864915847778,0
0.2204890251159668,5.3704564571380615,0
0.23685002326965332,5.325010538101196,0
0.21851539611816406,5.153773307800293,0
0.2520296573638916,5.247009992599487,0
0.22254300117492676,0,0
0.2265923023223877,0,0
0.2311573028564453,5.083916902542114,48.89561676979065
0.21440792083740234,0,0
0.23335981369018555,5.385213613510132,0
0.22727513313293457,0,0
0.24337291717529297,0,47.626853227615356
0.23491525650024414,5.075235366821289,0
0.21422839164733887,5.59328293800354,0
0.23099064826965332,5.236645936965942,0
0.2801353931427002,5.4016618728637695,0
0.22183775901794434,5.3708884716033936,0
0.23015546798706055,5.666518688201904,0
0.21584177017211914,5.321579933166504,47.22703695297241
0.21304821968078613,5.523178577423096,0
0.21929430961608887,5.6655333042144775,47.57170510292053
0.21659421920776367,5.531224489212036,0
0.21832942962646484,5.2620415687561035,0
0.21852469444274902,5.018321514129639,0
0.22851276397705078,5.270682096481323,0
0.22468280792236328,0,0
0.22293305397033691,5.717552900314331,0
0.2510566711425781,5.580897092819214,0
0.26712846755981445,0,0
0.23480534553527832,0,47.05578827857971
0.22511959075927734,5.2644267082214355,0
0.22206735610961914,5.1445558071136475,0
0.24477052688598633,5.025382995605469,0
0.22104620933532715,0,0
0.23871541023254395,5.237724542617798,0
0.23491644859313965,5.571185827255249,0
0.24344706535339355,5.081145763397217,0
0.21405243873596191,0,0
0.2224574089050293,5.1207287311553955,47.4927396774292
0.21752405166625977,0,0
0.22310733795166016,5.164377450942993,47.024595499038696
0.2222738265991211,0,0
0.2134699821472168,5.211629152297974,46.186678886413574
0.22392916679382324,5.153681039810181,0
0.27374792098999023,0,0
0.22911715507507324,5.197421073913574,0
0.21620392799377441,5.67354679107666,0
0.21235060691833496,5.065140962600708,0
0.212860107421875,5.778265714645386,47.10809326171875
0.28276753425598145,5.517138957977295,0
0.2387702465057373,5.328326463699341,0
0.21579551696777344,0,0
0.23736095428466797,5.184005498886108,0
0.21931076049804688,5.3895957469940186,0
0.22500109672546387,0,46.79936456680298
0.22338294982910156,0,0
0.2508063316345215,0,0
0.21786904335021973,5.1890647411346436,0
0.226607084274292,5.061612129211426,0
0.22091364860534668,0,46.86053681373596
0.21842718124389648,0,47.348942041397095
0.23730158805847168,5.598934173583984,0
0.22266745567321777,0,0
0.21778225898742676,5.161033868789673,0
0.2216968536376953,5.417587518692017,0
0.2183845043182373,5.307093143463135,48.60327982902527
0.24027466773986816,0,0
0.23699545860290527,5.7325732707977295,0
0.18857407569885254,0,0
0.16907238960266113,5.205393314361572,0
0.18886470794677734,5.164841413497925,0
0.16166377067565918,5.0985705852508545,0
0.17238950729370117,4.98726224899292,0
0.16798973083496094,0,0
0.17971086502075195,5.519872188568115,0
0.1816110610961914,5.235722303390503,48.58309721946716
0.1991121768951416,6.19307279586792,0
